source_url,title,paragraphs,agreement_codes,primary_pdf,other_pdfs
https://www.state.gov/cote_divoire-24-206,Cote d’Ivoire (24-206) – Agreement Concerning Counter Illicit Transnational Maritime Activity Operations,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | February 6, 2024 | Maritime Matters | Signed at Abidjan February 6, 2024; entered into force February 6, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/04/24-206-Cote-DIvoire-Maritime-Matters.pdf,
https://www.state.gov/somalia-24-1016,Somalia (24-1016) – Debt Reduction Agreement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | October 16, 2024 | Finance:  Debt Reduction | Signed at Mogadishu August 24, 2024; entered into force October 16, 2024. | With Annexes. | Tags",,https://www.state.gov/wp-content/uploads/2025/02/24-1016-Somalia-Debt-Forgiveness.pdf,
https://www.state.gov/palau-24-315,Palau (24-315) – Agreement Resulting from the 2023 Compact of Free Association Section 432 Review,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | March 15, 2024 | Regional Issues: Compact of Free Association | Section 432 Review | Signed at Port Moresby May 22, 2023; entered into force March 15, 2024. | With Appendices and Exchange of Notes. | Tags",,https://www.state.gov/wp-content/uploads/2024/06/24-315-Palau-Compact-of-Free-Association-Section-432-Review.pdf,
https://www.state.gov/norway-24-916.1,Norway (24-916.1) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 16, 2024 | Nuclear Energy:  Safety | Signed at Vienna September 16, 2024; entered into force September 16, 2024. | With Annex. | Tags",,https://www.state.gov/wp-content/uploads/2024/11/24-916.1-Norway-Nuclear-Energy-Safety.pdf,
https://www.state.gov/israel-24-1031,"Israel (24-1031) – Extension to Agreement Concerning Certain Aspects of Trade in Agricultural Products, as extended","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | October 31, 2024 | Trade and Investment:  Agricultural Products | Exchange of Letters at Washington and Jerusalem October 31, 2024; entered into force October 31, 2024. | Extension of agreement of July 27, 2004: | TIAS 04-910 | . | Agreement previously extended and amended December 10, 2008: | TIAS 04-910 | ; December 6, 2009: | TIAS 04-910 | ; November 19, 2012: | TIAS 04-910 | ; December 4, 2016; December 5, 2017; November 8, 2018: | TIAS 18-1108 | ; December 4, 2019: | TIAS 19-1204 | ; December 3, 2020: | TIAS 20-1203.1; | November 22, 2021: | TIAS 21-1122 | . | Tags","20-1203, 04-910, 19-1204, 18-1108, 21-1122",https://www.state.gov/wp-content/uploads/2025/02/24-1031-Israel-Agricultural-Trade-10.31.2024.pdf,"https://www.state.gov/wp-content/uploads/2019/02/04-910-Israel-Trade-Agrmt-and-Extens.pdf, https://www.state.gov/wp-content/uploads/2019/02/04-910-Israel-Trade-Agrmt-and-Extens.pdf, https://www.state.gov/wp-content/uploads/2019/02/04-910-Israel-Trade-Agrmt-and-Extens.pdf, https://www.state.gov/wp-content/uploads/2019/02/04-910-Israel-Trade-Agrmt-and-Extens.pdf"
https://www.state.gov/singapore-24-1212.1,Singapore (24-1212.1) – Agreement Concerning Peaceful Uses of Nuclear Energy,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | December 12, 2024 | Nuclear Energy: Safety | Signed at Singapore July 31, 2024; entered into force December 12, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2025/04/24-1212.1-Singapore-Nuclear-Energy.pdf,
https://www.state.gov/estonia-24-521,Estonia (24-521) – Agreement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 21, 2024 | Nuclear Energy: Safety | Signed at Vienna May 21, 2024; entered into force May 21, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/09/24-521-Estonia-Nuclear-Energy.pdf,
https://www.state.gov/uruguay-24-1106,Uruguay (24-1106) – Agreement on Educational Cooperation,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | November 6, 2024 | Education: Fulbright | Signed at Washington February 15, 2024; entered into force November 6, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2025/01/24-1106-Uruguay-Education-Fulbright.pdf,
https://www.state.gov/china-24-114,China (24-114) – Extension of Memorandum of Understanding Concerning the Imposition of Import Restrictions on Categories of Archaeological Material,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | January 14, 2024 | Cultural Exchanges, Property, and Cooperation:  Import Restrictions | Exchange of Notes at Beijing November 27 and December 4, 2023; entered into force January 14, 2024. | Extension of agreement of January 10, 2019: | TIAS 19-114.1 | . | Tags",19-114,https://www.state.gov/wp-content/uploads/2024/11/24-114-China-Cultural-Property-MOU.pdf,
https://www.state.gov/philippines-24-702,Philippines (24-702) – Agreement for Cooperation Concerning Peaceful Uses of Nuclear Energy,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 2, 2024 | Nuclear Energy: Civil | Signed at San Francisco November 16, 2023; entered into force July 2, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/11/24-702-Philippines-Nuclear-Energy-Safety.pdf,
https://www.state.gov/argentina-24-815.1,Argentina (24-815.1) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | August 15, 2024 | Nuclear Energy: Safety | Signed at Rockville and Buenos Aires August 8 and August 15, 2024; entered into force August 15, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/11/24-815.1-Argentina-Nuclear-Energy-Safety.pdf,
https://www.state.gov/marshall_islands-24-501.1,Marshall Islands (24-501.1) – Agreement Concerning Procedures for the Implementation of Economic Assistance Provided in the 2023 Amended Compact,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 1, 2024 | Regional Issues: Compact of Free Association | Fiscal Procedures Agreement | Signed at Honolulu October 16, 2023; entered into force May 1, 2024. | With Annex. | Tags",,https://www.state.gov/wp-content/uploads/2024/07/24-501.1-Marshall-Islands-Regional-Issues-Econ-Assistance.pdf,
https://www.state.gov/philippines-24-607.1,"Philippines (24-607.1) – Agreement Regarding Communications Interoperability and Security Agreement of February 27, 2004.","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 7, 2024 | Defense:  Communications | Exchange of Notes at Manila February 13, 2023 and June 7, 2024; entered into force June 7, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2025/05/24-607.1-Philippines-Defense-Communication.pdf,
https://www.state.gov/dominican_republic-24-1219,Dominican Republic (24-1219) – Air Transport Agreement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | December 19, 2024 | Transportation: Aviation Transport Services | Signed at Santo Domingo August 2, 2024; entered into force December 19, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2025/04/24-1219-Dominican-Republic-Transportation.pdf,
https://www.state.gov/ipef-24-1011.1-clean,Multilateral (24-1011.1) – Indo-Pacific Economic Framework for Prosperity Agreement Relating to a Clean Economy,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | October 11, 2024 | Trade and Investment:  Indo-Pacific Economic Framework for Prosperity | Signed at Singapore June 6, 2024; entered into force October 11, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2025/02/24-1011.1-IPEF-Clean-Economy-Agreement-signed-6-June-2024.pdf,
https://www.state.gov/india-24-726,India (24-726) – Agreement Concerning the Imposition of Import Restrictions on Categories of Archaeological and Ethnological Material,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 26, 2024 | Cultural Exchanges, Property, and Cooperation: Import Restrictions | Signed at New Delhi July 26, 2024; entered into force July 26, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/10/24-726-India-Cultural-Exchanges.pdf,
https://www.state.gov/kenya-24-523,Kenya (24-523) – Millennium Challenge Corporation Threshold Program Grant Agreement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | May 23, 2024 | Foreign Assistance: Millennium Challenge | Signed at New York September 19, 2023; entered into force May 23, 2024. | With Annexes. | Tags",,https://www.state.gov/wp-content/uploads/2024/08/24-523-Kenya-Millennium-Challenge.pdf,
https://www.state.gov/algeria-24-728,Algeria (24-728) – Extension of Agreement on Import Restrictions on Categories of Cultural Property,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 28, 2024 | Cultural Exchanges, Property, and Cooperation | Exchange of Notes at Algiers May 5 and July 28, 2024; entered into force July 28, 2024.  With effect from August 15, 2024. | Extension of agreement of August 15, 2019: | TIAS 19-815 | . | Tags",19-815,https://www.state.gov/wp-content/uploads/2025/05/24-728-Algeria-Cultural-Exchanges.pdf,
https://www.state.gov/south_africa-24-917.1,South Africa (24-917.1) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 17, 2024 | Nuclear Energy:  Safety | Signed at Vienna September 17, 2024; entered into force September 17, 2024. | With Annex. | Tags",,https://www.state.gov/wp-content/uploads/2024/12/24-917.1-South-Africa-Nuclear-Energy-Safety.pdf,
https://www.state.gov/canada-24-1122,Canada (24-1122) – Columbia River Treaty Entity Agreement Regarding Pre-Planned Flood Risk Management Arrangements During the Interim FRM Period,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | November 22, 2024 | Boundaries and Boundary Waters | Exchange of Notes at Ottawa and Washington November 15 and November 22, 2024; entered into force November 22, 2024. | With Attachment. | Tags",,https://www.state.gov/wp-content/uploads/2025/04/24-1122-Canada-Boundary-Waters.pdf,
https://www.state.gov/lesotho-24-330,Lesotho (24-330) – Millennium Challenge Compact,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | March 30, 2024 | Foreign Assistance: Millennium Challenge | Signed at Maseru May 12, 2022; entered into force March 30, 2024. | With Annexes. | Tags",,https://www.state.gov/wp-content/uploads/2024/07/24-330-Lesotho-Millennium-Challenge-Compact.pdf,
https://www.state.gov/bulgaria-24-1010,Bulgaria (24-1010) – Agreement on Cooperation on the Kozloduy Nuclear Power Project and the Civil Nuclear Program in Bulgaria,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | October 10, 2024 | Nuclear Energy: Civil | Signed at Sofia February 12, 2024; entered into force October 10, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/10/24-1010-Bulgaria-Nuclear-Energy-Civil.pdf,
https://www.state.gov/philippines-24-716,"Philippines (24-716) – Agreement Amending Defense Cooperation Agreement of April 28, 2014, as amended","We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | July 16, 2024 | Defense:  Cooperation | Exchange of Notes at Manila April 12, May 7, July 4 and July 16, 2024; entered into force July 16, 2024. | Amendment of agreement of April 28, 2014: | TIMS 14-625 | .  Agreement previously amended | April 12 and 13, 2016: | TIMS 16-413.1 | . | Tags","14-625, 16-413",https://www.state.gov/wp-content/uploads/2025/05/24-716-Philippines-Defense-Cooperation.pdf,
https://www.state.gov/romania-24-828.1,Romania (24-828.1) – Agreement Regarding Collaboration on the Use of Traveler Information,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | August 28, 2024 | Law Enforcement:  Information Exchange | Signed at Bucharest January 19, 2024; entered into force August 28, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2025/02/24-828.1-Romania-Law-Enforcement.pdf,
https://www.state.gov/ibrd-24-911.2,International Bank for Reconstruction and Development (24-911.2) – Loan Agreement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 11, 2024 | Finance: Loans | Signed at Washington September 11, 2024; entered into force September 11, 2024. | With Annex and Schedules. | Tags",,https://www.state.gov/wp-content/uploads/2025/02/24-911.2-IRBD.pdf,
https://www.state.gov/croatia-24-618,Croatia (24-618) – Agreement Concerning Leahy Law Ineligible Units Written Agreement Requirement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 18, 2024 | Foreign Assistance | Signed at Washington October 19, 2023; entered into force June 18, 2024. | Tags",,https://www.state.gov/wp-content/uploads/2024/10/24-618-Croatia-Leahy.pdf,
https://www.state.gov/kenya-24-917,Kenya (24-917) – Arrangement for the Exchange of Technical Information and Cooperation in Nuclear Safety Matters,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | September 17, 2024 | Nuclear Energy:  Safety | Signed at Vienna September 17, 2024; entered into force September 17, 2024. | With Annex. | Tags",,https://www.state.gov/wp-content/uploads/2024/11/24-917-Kenya-Nuclear-Energy-Safety.pdf,
https://www.state.gov/bahrain-24-1207,Bahrain (24-1207) – Protocol to the Comprehensive Security Integration and Prosperity Agreement,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | December 7, 2024 | Defense | Signed at Manama December 7, 2024; entered into force December 7, 2024. | Relating to the agreement of September 13, 2023: | TIAS 23-1020 | . | Tags",23-1020,https://www.state.gov/wp-content/uploads/2025/04/24-1207-Bahrain-Defense-Protocol-to-C-SIPA.pdf,
https://www.state.gov/multilateral-24-617,Multilateral (24-617) – Agreement with Respect to Time Limitations on Arrangements for the Provision of Aircraft with Crew,"We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | We use cookies to make our website work better and improve your experience. By continuing to use the site, you agree to our privacy policy. | Official websites use .gov | Secure .gov websites use HTTPS | Countries & | Areas | Bureaus & | Offices | About | Mission | History | Administrative | Leadership | Directories | TIAS | Office of Treaty Affairs | June 17, 2024 | Transportation:  Aviation Transport Services | Signed at Brussels August 27, 2019; entered into force June 17, 2024. | With Joint Declaration. | Tags",,https://www.state.gov/wp-content/uploads/2024/10/24-617-EU-NO-and-IS-Aviation-Transport-Services.pdf,
